僨儅儞僪幚愌僨乕僞,2018擭,04寧,10擔
婡婍斣崋,婡婍柤徧,扨埵,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00,嵟彫抣,嵟戝抣,暯嬒抣,崌寁抣
100211,3񒵼崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    37.0,    41.0,    40.0,    39.0,    40.0,    39.0,    39.0,    40.0,    40.0,    39.0,    40.0,    39.0,    40.0,    40.0,    40.0,    41.0,    41.0,    43.0,    60.0,    60.0,    62.0,    61.0,    63.0,    62.0,    65.0,    59.0,    59.0,    60.0,    60.0,    65.0,    65.0,    67.0,    60.0,    63.0,    64.0,    63.0,    64.0,    62.0,    62.0,    54.0,    50.0,    47.0,    46.0,    42.0,    41.0,    40.0,    40.0,    40.0,    37.0,    67.0,    50.5,  2424.0
100212,19�20崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    21.0,    20.0,    20.0,    20.0,    20.0,    21.0,    21.0,    20.0,    21.0,    21.0,    23.0,    27.0,    24.0,    22.0,    25.0,    25.0,    34.0,    39.0,    48.0,    47.0,    52.0,    53.0,    55.0,    61.0,    57.0,    59.0,    57.0,    62.0,    60.0,    64.0,    53.0,    50.0,    47.0,    54.0,    50.0,    47.0,    40.0,    38.0,    32.0,    35.0,    31.0,    29.0,    22.0,    23.0,    20.0,    19.0,    17.0,    17.0,    17.0,    64.0,    35.9,  1723.0
100213,10崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     3.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     5.0,    17.0,    17.0,    23.0,    38.0,    35.0,    37.0,    37.0,    41.0,    39.0,    38.0,    35.0,    37.0,    37.0,    34.0,    34.0,    29.0,    27.0,    24.0,    20.0,    18.0,    18.0,    20.0,    20.0,    20.0,    15.0,    17.0,    12.0,     6.0,     5.0,     4.0,     5.0,     4.0,     3.0,    41.0,    17.2,   827.0
100214,番菔呓踢谆蕙15崋娰揹椡検丂丂丂丂,kWH   ,     7.0,     8.0,     8.0,     8.0,     8.0,     8.0,     7.0,     8.0,     8.0,     9.0,     8.0,    10.0,    10.0,    11.0,    12.0,    11.0,    22.0,    36.0,    41.0,    39.0,    42.0,    44.0,    45.0,    43.0,    47.0,    49.0,    49.0,    41.0,    42.0,    43.0,    42.0,    47.0,    45.0,    44.0,    41.0,    39.0,    36.0,    32.0,    22.0,    20.0,    19.0,    20.0,    11.0,     8.0,     8.0,     8.0,     8.0,     8.0,     7.0,    49.0,    24.6,  1182.0
100215,33崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,    24.0,    26.0,    25.0,    25.0,    25.0,    26.0,    25.0,    25.0,    25.0,    26.0,    25.0,    26.0,    25.0,    25.0,    26.0,    26.0,    26.0,    29.0,    30.0,    30.0,    32.0,    35.0,    34.0,    36.0,    35.0,    35.0,    36.0,    36.0,    36.0,    36.0,    36.0,    36.0,    36.0,    35.0,    36.0,    35.0,    35.0,    31.0,    33.0,    32.0,    30.0,    30.0,    28.0,    27.0,    27.0,    26.0,    26.0,    26.0,    24.0,    36.0,    29.9,  1436.0
100216,17�11崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    18.0,    18.0,    19.0,    19.0,    18.0,    18.0,    20.0,    18.0,    19.0,    18.0,    18.0,    19.0,    17.0,    17.0,    17.0,    16.0,    18.0,    19.0,    23.0,    22.0,    22.0,    21.0,    20.0,    20.0,    21.0,    20.0,    23.0,    22.0,    23.0,    24.0,    27.0,    26.0,    29.0,    30.0,    28.0,    27.0,    27.0,    28.0,    26.0,    26.0,    24.0,    24.0,    22.0,    21.0,    19.0,    20.0,    19.0,    20.0,    16.0,    30.0,    21.5,  1030.0
100217,30�31崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    30.0,    31.0,    30.0,    30.0,    31.0,    30.0,    29.0,    31.0,    30.0,    31.0,    31.0,    31.0,    31.0,    32.0,    31.0,    32.0,    35.0,    39.0,    43.0,    49.0,    48.0,    54.0,    58.0,    60.0,    56.0,    51.0,    56.0,    61.0,    62.0,    59.0,    61.0,    59.0,    56.0,    52.0,    51.0,    48.0,    46.0,    48.0,    41.0,    38.0,    38.0,    38.0,    36.0,    35.0,    32.0,    33.0,    32.0,    33.0,    29.0,    62.0,    41.6,  1999.0
100218,32崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,    14.0,    14.0,    15.0,    16.0,    14.0,    15.0,    15.0,    14.0,    15.0,    14.0,    15.0,    15.0,    14.0,    14.0,    14.0,    15.0,    15.0,    15.0,    15.0,    16.0,    17.0,    18.0,    16.0,    17.0,    18.0,    17.0,    20.0,    18.0,    18.0,    18.0,    19.0,    16.0,    17.0,    15.0,    18.0,    17.0,    16.0,    16.0,    17.0,    17.0,    17.0,    16.0,    16.0,    16.0,    14.0,    15.0,    14.0,    15.0,    14.0,    20.0,    15.9,   762.0
100219,戞堦妛惗伟贀d椡検 丂丂丂丂丂丂丂,kWH   ,     5.0,     6.0,     6.0,     6.0,     5.0,     6.0,     6.0,     5.0,     6.0,     6.0,     5.0,     6.0,     6.0,     5.0,     8.0,     7.0,    11.0,    11.0,    14.0,    14.0,    16.0,    13.0,    14.0,    14.0,    15.0,    15.0,    14.0,    11.0,    11.0,     9.0,     8.0,     8.0,     8.0,     6.0,     6.0,     5.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     5.0,     6.0,     6.0,     5.0,     5.0,    16.0,     8.1,   387.0
100220,恾彂娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     2.0,     2.0,     2.0,     3.0,     2.0,     3.0,     3.0,     2.0,     2.0,     3.0,     2.0,     2.0,     3.0,     2.0,     2.0,     2.0,     3.0,    12.0,    23.0,    30.0,    35.0,    35.0,    37.0,    41.0,    39.0,    36.0,    42.0,    40.0,    44.0,    48.0,    48.0,    49.0,    45.0,    40.0,    39.0,    39.0,    39.0,    39.0,    40.0,    39.0,    40.0,    36.0,    14.0,     4.0,     2.0,     3.0,     2.0,     2.0,     2.0,    49.0,    21.3,  1022.0
100221,恾彂娰怴娰揹椡検丂丂丂丂丂丂丂丂,kWH   ,     3.0,     3.0,     3.0,     3.0,     3.0,     4.0,     4.0,     3.0,     4.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     4.0,     8.0,    13.0,    11.0,    11.0,    12.0,    13.0,    12.0,    11.0,    12.0,    23.0,    26.0,    22.0,    23.0,    22.0,    22.0,    22.0,    22.0,    21.0,    22.0,    21.0,    20.0,    22.0,    22.0,    22.0,    18.0,     9.0,     4.0,     4.0,     5.0,     4.0,     3.0,     3.0,    26.0,    11.2,   537.0
100222,21崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     7.0,     6.0,     6.0,     7.0,     6.0,     7.0,     6.0,     7.0,     7.0,     7.0,     6.0,     7.0,     6.0,     8.0,     7.0,     8.0,     7.0,    14.0,    18.0,    22.0,    23.0,    29.0,    29.0,    26.0,    28.0,    29.0,    27.0,    26.0,    23.0,    25.0,    24.0,    23.0,    23.0,    21.0,    19.0,    17.0,    16.0,    14.0,    13.0,    13.0,    14.0,    13.0,    14.0,    12.0,    10.0,     9.0,     9.0,     8.0,     6.0,    29.0,    14.7,   706.0
100223,22崋娰(搶)揹椡検丂丂丂丂丂丂丂丂,kWH   ,     1.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     3.0,     4.0,    16.0,    20.0,    19.0,    20.0,    18.0,    19.0,    17.0,    14.0,    22.0,    22.0,    24.0,    24.0,    15.0,    19.0,    17.0,    18.0,    14.0,    10.0,     8.0,     7.0,     3.0,     2.0,     2.0,     2.0,     3.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,    24.0,     8.1,   391.0
100224,24崋娰(憤崌忣曬据腊)揹椡検丂丂丂,kWH   ,    14.0,    13.0,    14.0,    14.0,    14.0,    14.0,    16.0,    14.0,    14.0,    14.0,    15.0,    14.0,    14.0,    14.0,    15.0,    14.0,    15.0,    16.0,    19.0,    21.0,    22.0,    20.0,    20.0,    20.0,    22.0,    19.0,    20.0,    22.0,    21.0,    21.0,    21.0,    21.0,    20.0,    20.0,    20.0,    19.0,    19.0,    20.0,    16.0,    15.0,    14.0,    14.0,    15.0,    14.0,    15.0,    14.0,    14.0,    15.0,    13.0,    22.0,    16.9,   811.0
100225,23崋娰(鼗傲据腊)揹椡検丂丂丂丂丂,kWH   ,     4.0,     4.0,     4.0,     5.0,     5.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     5.0,     4.0,     4.0,     4.0,     4.0,     5.0,     8.0,     8.0,     8.0,    11.0,    10.0,    10.0,     6.0,     7.0,     6.0,    11.0,     7.0,     7.0,     7.0,     8.0,     8.0,     8.0,     8.0,     7.0,     6.0,     6.0,     7.0,     7.0,     8.0,     7.0,     6.0,     6.0,     5.0,     4.0,     4.0,     4.0,     4.0,    11.0,     6.1,   291.0
100226,矣乇傥百揹椡検丂丂丂丂丂丂丂丂丂,kWH   ,     1.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     1.0,     2.0,     2.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     2.0,     3.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     2.0,     2.0,     2.0,     2.0,     1.0,     4.0,     2.1,   102.0
100227,懱堢秹痪堇皳d椡検 丂丂丂丂丂丂,kWH   ,    15.0,    15.0,    16.0,    15.0,    16.0,    16.0,    16.0,    16.0,    15.0,    16.0,     5.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     4.0,     8.0,    10.0,    14.0,    17.0,    20.0,    20.0,    18.0,    20.0,     5.0,     2.0,    12.0,    17.0,    15.0,    14.0,    15.0,    15.0,     0.0,    20.0,     8.1,   387.0
100228,5崋娰壆奜揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    17.0,    18.0,    16.0,    18.0,    17.0,    19.0,    18.0,    16.0,    19.0,    18.0,    17.0,    19.0,    18.0,    18.0,    19.0,    19.0,    16.0,    18.0,    19.0,    19.0,    18.0,    17.0,    20.0,    19.0,    18.0,    19.0,    18.0,    21.0,    19.0,    18.0,    19.0,    19.0,    19.0,    18.0,    18.0,    18.0,    17.0,    19.0,    18.0,    17.0,    18.0,    18.0,    18.0,    18.0,    18.0,    18.0,    17.0,    19.0,    16.0,    21.0,    18.1,   871.0
100229,恾彂娰(嬻挷)揹椡検丂丂丂丂丂丂丂,kWH   ,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     2.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     1.0,     2.0,     1.0,     2.0,     2.0,    16.0,     9.0,     6.0,     8.0,     8.0,     8.0,     4.0,    12.0,    13.0,     7.0,    15.0,    17.0,    15.0,     7.0,    15.0,    15.0,    14.0,    20.0,    17.0,    19.0,    20.0,    19.0,    14.0,     1.0,     2.0,     1.0,     1.0,     1.0,     2.0,     1.0,    20.0,     7.0,   334.0
100230,22崋娰(惣)揹椡検丂丂丂丂丂丂丂丂,kWH   ,     0.0,     1.0,     1.0,     1.0,     1.0,     0.0,     1.0,     1.0,     1.0,     1.0,     1.0,     0.0,     1.0,     1.0,     1.0,     2.0,     2.0,     1.0,     2.0,     3.0,     2.0,     2.0,     4.0,     5.0,     4.0,     5.0,     5.0,     4.0,     4.0,     4.0,     5.0,     5.0,     4.0,     4.0,     4.0,     3.0,     3.0,     2.0,     2.0,     2.0,     1.0,     1.0,     1.0,     2.0,     1.0,     1.0,     1.0,     1.0,     0.0,     5.0,     2.2,   104.0
100231,25崋娰曽柺揹椡検丂丂丂丂丂丂丂丂,kWH   ,    13.0,    12.0,    13.0,    13.0,    11.0,    13.0,    12.0,    11.0,    11.0,    12.0,    10.0,    12.0,    14.0,    14.0,    21.0,    26.0,    26.0,    32.0,    39.0,    48.0,    51.0,    59.0,    62.0,    71.0,    74.0,    76.0,    89.0,    79.0,    70.0,    71.0,    74.0,    75.0,    74.0,    73.0,    60.0,    51.0,    48.0,    40.0,    38.0,    29.0,    21.0,    20.0,    19.0,    18.0,    14.0,    14.0,    14.0,    13.0,    10.0,    89.0,    36.7,  1760.0
100232,皋壮菽迺麞蕮d椡検 丂丂丂丂丂丂丂,kWH   ,    23.0,    22.0,    21.0,    21.0,    22.0,    16.0,    17.0,    15.0,    21.0,    16.0,    16.0,    16.0,    21.0,    16.0,    17.0,    22.0,    32.0,    34.0,    36.0,    44.0,    46.0,    40.0,    44.0,    45.0,    41.0,    38.0,    47.0,    46.0,    43.0,    43.0,    47.0,    49.0,    50.0,    62.0,    76.0,    97.0,   129.0,   140.0,   139.0,   139.0,   137.0,   119.0,    86.0,    78.0,    69.0,    62.0,    49.0,    29.0,    15.0,   140.0,    50.8,  2438.0
100233,70崋娰曽柺揹椡検丂丂丂丂丂丂丂丂,kWH   ,     6.0,     6.0,     7.0,     6.0,     6.0,     6.0,     6.0,     7.0,     7.0,     6.0,     6.0,     6.0,     7.0,     5.0,     8.0,    10.0,    17.0,    20.0,    37.0,    35.0,    30.0,    29.0,    40.0,    34.0,    33.0,    35.0,    36.0,    42.0,    35.0,    38.0,    38.0,    32.0,    33.0,    34.0,    32.0,    28.0,    27.0,    21.0,    20.0,    15.0,    13.0,    12.0,     8.0,     7.0,     7.0,     6.0,     7.0,     6.0,     5.0,    42.0,    19.0,   912.0
100234,50崋娰曽柺揹椡検丂丂丂丂丂丂丂丂,kWH   ,    81.0,    82.0,    81.0,    81.0,    83.0,    82.0,    82.0,    83.0,    84.0,    83.0,    82.0,    89.0,    85.0,    90.0,    89.0,    93.0,    97.0,   127.0,   165.0,   169.0,   170.0,   186.0,   186.0,   188.0,   182.0,   184.0,   193.0,   191.0,   197.0,   184.0,   175.0,   175.0,   173.0,   167.0,   162.0,   147.0,   138.0,   122.0,   116.0,   111.0,   103.0,    96.0,    97.0,    88.0,    83.0,    79.0,    81.0,    76.0,    76.0,   197.0,   124.1,  5958.0
100235,50�51崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    46.0,    45.0,    47.0,    46.0,    47.0,    49.0,    46.0,    48.0,    48.0,    48.0,    49.0,    53.0,    52.0,    53.0,    54.0,    53.0,    58.0,    84.0,   112.0,   113.0,   116.0,   127.0,   129.0,   129.0,   125.0,   128.0,   132.0,   124.0,   131.0,   122.0,   110.0,   110.0,   108.0,   105.0,   106.0,    96.0,    92.0,    75.0,    72.0,    66.0,    60.0,    58.0,    57.0,    51.0,    47.0,    44.0,    44.0,    42.0,    42.0,   132.0,    78.3,  3757.0
100236,53崋娰(抧忋)揹椡検丂丂丂丂丂丂丂,kWH   ,    21.0,    24.0,    22.0,    22.0,    22.0,    21.0,    24.0,    21.0,    24.0,    22.0,    21.0,    22.0,    21.0,    23.0,    23.0,    26.0,    23.0,    24.0,    25.0,    21.0,    24.0,    24.0,    24.0,    27.0,    26.0,    25.0,    32.0,    32.0,    30.0,    26.0,    30.0,    29.0,    30.0,    30.0,    27.0,    23.0,    24.0,    27.0,    28.0,    27.0,    27.0,    24.0,    25.0,    24.0,    22.0,    21.0,    23.0,    21.0,    21.0,    32.0,    24.7,  1184.0
100237,52崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     2.0,     3.0,     2.0,     2.0,     2.0,     3.0,     3.0,     3.0,     3.0,     4.0,     4.0,     4.0,     4.0,     5.0,     5.0,     6.0,     7.0,     6.0,     4.0,     5.0,     4.0,     6.0,     5.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     2.0,     2.0,     2.0,     2.0,     2.0,     7.0,     3.5,   170.0
100238,疼菝ū尋媶搹揹椡検丂丂丂丂丂丂丂,kWH   ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        
100239,崅揹埑幚尡幒揹椡検丂丂丂丂丂丂丂,kWH   ,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     1.0,     0.0,     1.0,     1.0,     0.0,     1.0,     4.0,     2.0,     1.0,     2.0,     2.0,     0.0,     1.0,     1.0,     1.0,     1.0,     1.0,     0.0,     1.0,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     4.0,     0.7,    35.0
100240,懱堢娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.0,     1.0,     3.0,     7.0,    10.0,    12.0,    11.0,    12.0,    12.0,    10.0,     9.0,    10.0,     9.0,     9.0,     8.0,    12.0,    11.0,    12.0,    12.0,    13.0,    12.0,    12.0,    13.0,    13.0,    13.0,    11.0,    11.0,    10.0,     7.0,     0.0,     1.0,     0.0,     1.0,     0.0,    13.0,     6.0,   288.0
100241,皋壮菽迵d椡検 丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    10.0,    16.0,    16.0,    16.0,    16.0,    16.0,     3.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    16.0,     1.9,    93.0
100242,29崋娰(缸剔セ案偬咦晦)揹椡検丂丂,kWH   ,     1.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     3.0,     4.0,     6.0,     7.0,     6.0,     7.0,     6.0,     7.0,     6.0,     7.0,     7.0,     9.0,     9.0,     9.0,     9.0,     8.0,     7.0,     7.0,     7.0,     6.0,     6.0,     6.0,     8.0,     5.0,     5.0,     5.0,     5.0,     4.0,     4.0,     2.0,     3.0,     2.0,     2.0,     1.0,     9.0,     4.6,   221.0
100243,闷胶澳揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.0,     0.0,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     0.0,     1.0,     2.0,     3.0,     2.0,     2.0,     2.0,     2.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     3.0,     0.4,    18.0
100244,53崋娰(壆忋)揹椡検丂丂丂丂丂丂丂,kWH   ,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     4.0,     3.0,     3.0,     3.0,     3.0,     3.0,     4.0,     3.0,     4.0,     7.0,     8.0,     8.0,    10.0,     9.0,    10.0,    10.0,     9.0,     9.0,     8.0,    10.0,    11.0,    10.0,    10.0,    10.0,     9.0,     9.0,     9.0,     7.0,     8.0,     5.0,     4.0,     5.0,     4.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,    11.0,     5.7,   274.0
100245,挻揱摫幚尡搹揹椡検丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.0,     3.0,     2.0,     3.0,     2.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     1.0,     2.0,     0.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     3.0,     0.5,    25.0
