僨儅儞僪幚愌僨乕僞,2018擭,04寧,06擔
婡婍斣崋,婡婍柤徧,扨埵,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00,嵟彫抣,嵟戝抣,暯嬒抣,崌寁抣
100246,72崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     0.0,     1.0,     1.0,     2.0,     1.0,     2.0,     4.0,     7.0,     7.0,     8.0,    10.0,     9.0,    10.0,     9.0,     8.0,     7.0,     6.0,     6.0,     6.0,     7.0,     6.0,     6.0,     4.0,     4.0,     4.0,     3.0,     2.0,     2.0,     2.0,     2.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     0.0,    10.0,     3.2,   153.0
100247,懱堢娰(嬻挷)揹椡検丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0
100248,55崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     8.0,     8.0,     8.0,     8.0,     8.0,     8.0,     9.0,     8.0,     8.0,     8.0,     8.0,     8.0,     8.0,     9.0,     9.0,     8.0,     9.0,     8.0,    18.0,    18.0,    19.0,    22.0,    24.0,    23.0,    25.0,    22.0,    23.0,    24.0,    22.0,    22.0,    24.0,    22.0,    20.0,    17.0,    15.0,    14.0,    12.0,    11.0,     9.0,     8.0,     8.0,     9.0,     8.0,     9.0,     8.0,     9.0,     8.0,     8.0,     8.0,    25.0,    13.1,   629.0
100249,70�71崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,     6.0,     7.0,     7.0,     6.0,     7.0,     6.0,     7.0,     7.0,     6.0,     7.0,     6.0,     7.0,     6.0,     7.0,     8.0,     8.0,    12.0,    15.0,    21.0,    22.0,    22.0,    25.0,    23.0,    21.0,    20.0,    24.0,    24.0,    25.0,    25.0,    23.0,    23.0,    20.0,    24.0,    22.0,    19.0,    17.0,    17.0,    17.0,    15.0,    15.0,    13.0,    10.0,     8.0,     7.0,     7.0,     6.0,     6.0,     7.0,     6.0,    25.0,    13.8,   663.0
100250,晲摴懱堢娰揹椡検丂丂丂丂丂丂丂丂,kWH   ,     1.0,     1.0,     1.0,     2.0,     1.0,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     3.0,     2.0,     3.0,     3.0,     1.0,     1.0,     1.0,     2.0,     2.0,     1.0,     2.0,     2.0,     2.0,     3.0,     1.0,     2.0,     3.0,     2.0,     1.0,     4.0,     3.0,     3.0,     6.0,    17.0,    18.0,    18.0,    18.0,    17.0,    20.0,    20.0,    12.0,     4.0,     4.0,     4.0,     4.0,     3.0,     3.0,     1.0,    20.0,     4.8,   229.0
100251,25崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,    10.0,    11.0,    10.0,    11.0,    10.0,    11.0,    10.0,    11.0,    11.0,    11.0,    10.0,    11.0,    11.0,    13.0,    15.0,    16.0,    19.0,    22.0,    28.0,    38.0,    44.0,    49.0,    55.0,    61.0,    59.0,    60.0,    64.0,    61.0,    59.0,    55.0,    56.0,    51.0,    48.0,    50.0,    46.0,    37.0,    33.0,    30.0,    27.0,    27.0,    25.0,    25.0,    23.0,    23.0,    17.0,    13.0,    14.0,    12.0,    10.0,    64.0,    29.4,  1413.0
100252,14崋娰曽柺揹椡検丂丂丂丂丂丂丂丂,kWH   ,    12.0,    12.0,    13.0,    12.0,    11.0,    12.0,    11.0,    11.0,    11.0,    12.0,    10.0,    12.0,    11.0,    12.0,    12.0,    11.0,    11.0,    14.0,    15.0,    17.0,    19.0,    23.0,    23.0,    27.0,    27.0,    27.0,    27.0,    26.0,    27.0,    27.0,    30.0,    29.0,    27.0,    27.0,    23.0,    20.0,    19.0,    19.0,    18.0,    18.0,    17.0,    17.0,    16.0,    15.0,    15.0,    14.0,    14.0,    14.0,    10.0,    30.0,    17.6,   847.0
100253,偦偺懠揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,    19.0,    19.0,    20.0,    20.0,    19.0,    19.0,    20.0,    19.0,    20.0,    19.0,    19.0,    19.0,    18.0,    15.0,    14.0,    19.0,    18.0,    17.0,    18.0,    19.0,    17.0,    18.0,    20.0,    20.0,    20.0,    20.0,    20.0,    21.0,    23.0,    24.0,    24.0,    24.0,    25.0,    27.0,    53.0,    52.0,    55.0,    58.0,    61.0,    59.0,    59.0,    58.0,    39.0,    29.0,    25.0,    21.0,    21.0,    21.0,    14.0,    61.0,    26.8,  1284.0
100254,晄尵幚峴娰揹椡検丂丂丂丂丂丂丂丂,kWH   ,     3.0,     4.0,     4.0,     5.0,     4.0,     3.0,     4.0,     5.0,     4.0,     4.0,     4.0,     4.0,     4.0,     5.0,     6.0,     6.0,     8.0,    14.0,    26.0,    23.0,    23.0,    26.0,    28.0,    27.0,    28.0,    30.0,    28.0,    26.0,    29.0,    28.0,    28.0,    28.0,    28.0,    27.0,    27.0,    24.0,    22.0,    19.0,    15.0,    15.0,    15.0,    14.0,    10.0,     6.0,     4.0,     4.0,     3.0,     4.0,     3.0,    30.0,    14.7,   706.0
100160,奜婥壏搙丂丂丂丂丂丂丂丂丂丂丂丂,亷    ,    14.9,    14.8,    14.5,    14.6,    14.6,    14.9,    14.9,    15.0,    15.3,    15.3,    15.4,    15.5,    15.5,    15.9,    16.0,    16.8,    17.5,    18.3,    18.8,    19.3,    19.1,    18.8,    19.0,    18.8,    18.5,    18.3,    18.1,    18.1,    18.0,    17.5,    17.1,    16.8,    16.8,    17.1,    17.3,    17.3,    17.6,    17.6,    17.8,    17.6,    17.3,    15.5,    14.3,    14.0,    13.5,    13.3,    12.6,    12.4,    12.4,    19.3,    16.4,        
100161,奜婥幖搙丂丂丂丂丂丂丂丂丂丂丂丂,%     ,    97.0,    97.0,    97.0,    97.0,    96.0,    95.0,    94.0,    94.0,    92.0,    90.0,    89.0,    89.0,    88.0,    87.0,    88.0,    87.0,    86.0,    80.0,    74.0,    70.0,    72.0,    71.0,    67.0,    68.0,    70.0,    74.0,    76.0,    82.0,    84.0,    91.0,    99.0,    99.0,    99.0,    99.0,    98.0,    98.0,    97.0,    96.0,    94.0,    97.0,    99.0,    99.0,    99.0,    99.0,    99.0,    99.0,    99.0,    99.0,    67.0,    99.0,    89.8,        
